country_name,year,iea_ghg_energy,iso3c,iea_ghg_fugitive,iea_ghg_fc,iea_ghg_fc_coal,iea_ghg_fc_oil,iea_ghg_fc_gas
Albania,2008,NA,ALB,NA,3.859473456,0.070070586,3.696684714,0.016930663
Albania,2009,NA,ALB,NA,3.910717962,0.416820052,3.400837649,0.01723419
Albania,2010,NA,ALB,NA,4.073776585,0.459925624,3.513059312,0.027038702
Albania,2011,NA,ALB,NA,4.287602892,0.576155279,3.610369895,0.028207325
Albania,2012,NA,ALB,NA,3.623817078,0.320286505,3.200125897,0.031081869
Albania,2013,NA,ALB,NA,3.789948153,0.277873016,3.407305421,0.034265479
Albania,2014,NA,ALB,NA,4.27141874,0.353125081,3.786144873,0.058372841
Albania,2015,NA,ALB,NA,3.975246445,0.38474893,3.447249219,0.064336615
Albania,2016,NA,ALB,NA,3.824372372,0.206680315,3.453422364,0.082205833
Albania,2017,NA,ALB,NA,4.521416739,0.498719362,3.858806877,0.088001032
Albania,2018,NA,ALB,NA,4.524619819,0.966050687,3.400437051,0.075963691
Albania,2019,NA,ALB,NA,4.199642705,0.503845952,3.476635395,0.135422501
Albania,2020,NA,ALB,NA,3.510395319,0.613730128,2.720259685,0.096883682
Albania,2021,NA,ALB,NA,4.012347624,0.920855249,2.909977518,0.104080601
Albania,2022,NA,ALB,NA,3.620660619,0.5709217367,2.886789675,0.089348803
Algeria,1971,40.86365183,DZA,32172.90855,8.690743282,0.384980129,5.920485572,2.383026355
Algeria,1972,50.6851568,DZA,40939.48356,9.745673245,0.372553481,6.312181854,3.058608442
Algeria,1973,55.44926031,DZA,44338.20998,11.11105033,0.414828019,7.169531896,3.524308798
Algeria,1974,57.72766335,DZA,45658.72054,12.06894281,0.282616837,7.702091038,4.081844623
Algeria,1975,61.84521456,DZA,48153.72881,13.69148574,0.326198721,8.708710308,4.654142949
Algeria,1976,76.27201708,DZA,60170.64123,16.10137586,0.345008279,10.21354185,5.54032242
Algeria,1977,83.28859382,DZA,65393.1733,17.89542051,0.374496965,11.28905534,6.229260598
Algeria,1978,91.45193894,DZA,69732.51004,21.7194289,0.342148007,11.92136914,9.453217247
Algeria,1979,91.14869755,DZA,63951.5046,27.19719296,0.397827219,13.69719129,13.0994017
Algeria,1980,87.50254525,DZA,59529.77408,27.97277117,0.192885832,14.27598672,13.50103897
Algeria,1981,82.28208858,DZA,49904.53072,32.37755786,0.309102664,15.46297582,16.60253279
Algeria,1982,81.40926947,DZA,42901.92263,38.50734684,1.176048974,16.38582331,20.94242366
Algeria,1983,84.85085685,DZA,42729.09644,42.12176041,1.002676516,17.15778849,23.95814021
Algeria,1984,89.44190892,DZA,48324.58594,41.11732299,1.03572186,18.26799047,21.81035116
Algeria,1985,98.6006548,DZA,56154.7742,42.44588061,1.03572186,19.56956766,21.83726204
Algeria,1986,112.1293069,DZA,64450.89301,47.67841387,1.260436204,19.75686364,26.65767199
Algeria,1987,106.321704,DZA,58798.313219999996,47.52339074,1.363817902,20.00691953,26.14911568
Algeria,1988,103.7622482,DZA,53824.17391,49.93807428,1.379690336,19.92766774,28.62708293
Algeria,1989,106.1537563,DZA,56213.88572,49.93987059,1.244044413,20.46255029,28.22954702
Algeria,1990,104.3607315,DZA,52745.87875,51.61485276,1.294845843,24.08614449,26.23003795
Algeria,1991,108.3124622,DZA,53120.96898,55.19149322,1.315024289,25.58815253,28.2847487
Algeria,1992,108.7195344,DZA,53299.20695,55.42032748,1.371906123,25.46309533,28.58138491
Algeria,1993,117.0295801,DZA,59857.49728,57.17208284,1.189011328,25.74776506,30.22865478
Algeria,1994,119.9180235,DZA,64864.68763,55.0533359,1.405434617,23.74245976,29.89878984
Algeria,1995,125.2592808,DZA,69496.00003,55.76328077,1.396543786,23.06729929,31.29278601
Algeria,1996,127.9098174,DZA,72598.44059,55.31137677,0.981045758,22.94243753,31.3812418
Algeria,1997,126.1781013,DZA,69769.31367,56.4087876,0.484719507,22.96693095,32.94827403
Algeria,1998,126.2047767,DZA,68255.55372,57.94922295,0.800161568,23.13242836,34.00721657
Algeria,1999,129.4183756,DZA,68057.00836,61.36136721,1.122258858,24.6693199,35.56037201
Algeria,2000,134.7949968,DZA,72840.37033,61.95462645,0.707991182,25.31188162,35.9253372
Algeria,2001,131.5776028,DZA,68107.21272,63.47039004,0.666220414,26.14635692,36.64839626
Algeria,2002,137.4865429,DZA,68837.35708,68.64918587,0.767446654,29.51794334,38.3511155
Algeria,2003,149.81313,DZA,77313.08388,72.50004616,0.995862233,29.21658824,42.27725248
Algeria,2004,151.5937119,DZA,77669.5094,73.92420249,1.42408702,30.94764719,41.54212507
Algeria,2005,158.1703655,DZA,80125.63418,78.04473135,1.102835865,31.91299589,45.01634496
Algeria,2006,163.5592023,DZA,82212.93758,81.34626471,1.032820547,33.03581919,47.26628826
Algeria,2007,165.6809399,DZA,80147.81628,85.53312367,1.230571326,35.76339351,48.52660419
Algeria,2008,169.9310604,DZA,81113.26085,88.81779959,1.229530436,38.57931714,49.00076604
Algeria,2009,169.9071393,DZA,74703.54385,95.20359544,0.757776784,42.68173088,51.75465004
Algeria,2010,171.5244544,DZA,75072.33292,96.45212145,0.775825375,44.28991644,51.37726693
Algeria,2011,175.8590881,DZA,72104.493,103.7545951,0.625774964,47.18851482,55.93747089
Algeria,2012,193.3823843,DZA,79927.88485,113.4544995,0.622625874,50.83640845,61.99349235
Algeria,2013,197.5159592,DZA,80657.92145,116.8580378,0.399554301,53.0981657,63.35714072
Algeria,2014,207.7719906,DZA,83469.10828,124.3028824,0.233510109,55.22011835,68.84819946
Algeria,2015,216.1885315,DZA,84498.9524,131.6895791,0.265282937,58.69030889,72.73293287
Algeria,2016,215.5722396,DZA,86510.49843,129.0617411,0,56.76872439,72.29196232
Algeria,2017,217.1550588,DZA,85453.962,131.7010968,0.473188512,55.608822,75.61742543
Algeria,2018,225.2260013,DZA,86729.7534,138.4962479,0.798173969,56.87130532,80.82300158
Algeria,2019,230.6494349,DZA,87080.21083,143.5692241,0.548005111,58.56996315,84.44967624
Algeria,2020,216.195667,DZA,80596.55433,135.5991127,0.197174708,52.51450045,82.88569996
Algeria,2021,223.1139113,DZA,78754.75465,144.3591567,0.705681604,54.12767407,89.52538159
Algeria,2022,NA,DZA,83521.56625,0,0,0,0
Angola,1971,6.170838874,AGO,3739.991821,2.430847053,0,1.5557448,0.084804962
Angola,1972,7.756260084,AGO,4517.527869,3.238732215,0,2.331852988,0.112348912
Angola,1973,8.317984388,AGO,5285.171893,3.032812495,0,2.104192223,0.128167745
Angola,1974,9.005798813,AGO,5913.148418,3.092650395,0,2.149911496,0.134131282
Angola,1975,9.111399367,AGO,6312.738277,2.79866109,0,1.851469728,0.128167745
Angola,1976,7.589768365,AGO,4795.241459,2.794526906,0,1.852407524,0.111691782
Angola,1977,9.756742109,AGO,7387.775365,2.368966744,0,1.385248317,0.139387378
Angola,1978,9.255701991,AGO,5786.450908,3.469251083,0,2.469622317,0.139387378
Angola,1979,9.47544555,AGO,6030.22881,3.4452167400000002,0,2.429321237,0.139387378
Angola,1980,9.218274988,AGO,5638.471397,3.57980359,0,2.535699212,0.151668528
Angola,1981,8.770317853,AGO,5313.507849,3.456810004,0,2.372464941,0.176837172
Angola,1982,7.731469867,AGO,4586.026194,3.145443673,0,2.04572429,0.176837172
Angola,1983,7.889056329,AGO,4606.423191,3.282633138,0,2.142288888,0.20200558
Angola,1984,8.327703561,AGO,5121.190149,3.206513412,0,2.024931457,0.22737642
Angola,1985,9.137480545,AGO,5318.523468,3.818957077,0,2.620950017,0.22737642
Angola,1986,10.190759,AGO,6401.420563,3.789338435,0,2.549640058,0.252545065
Angola,1987,11.00960774,AGO,7124.246805,3.885360939,0,2.577188337,0.30313486
Angola,1988,13.26344901,AGO,8988.377508,4.2750715,0,2.942218338,0.308188761
Angola,1989,12.63267176,AGO,8244.595985,4.388075779,0,3.012997073,0.328505464
Angola,1990,13.06536783,AGO,8039.656443,5.025711386,0,2.917558697,1.037066842
Angola,1991,13.41815738,AGO,8273.09614,5.145061239,0,2.935167701,1.113886565
Angola,1992,14.14994399,AGO,9103.978477,5.045965508,0,2.829684517,1.094681692
Angola,1993,17.08314677,AGO,11673.87634,5.409270432,0,3.186102638,1.075476821
Angola,1994,19.95916252,AGO,14566.66101,5.39250151,0,3.14633229,1.075476821
Angola,1995,23.32053807,AGO,18187.61375,5.132924322,0,2.871068188,1.075476821
Angola,1996,27.51000551,AGO,22081.70578,5.42829973,0,3.149159663,1.075476821
Angola,1997,28.74324497,AGO,23155.56525,5.587679724,0,3.273200908,1.094681692
Angola,1998,30.13685178,AGO,25140.09225,4.996759533,0,2.647751401,1.113886565
Angola,1999,31.29056744,AGO,25259.58458,6.030982858,0,3.706317452,1.075476821
Angola,2000,29.42758353,AGO,23495.00848,5.932575053,0,3.574852232,1.094681692
Angola,2001,28.75291429,AGO,22402.74883,6.350165461,0,4.055262105,1.01786197
Angola,2002,29.22023019,AGO,22379.26637,6.840963821,0,4.397651668,1.152296543
Angola,2003,30.12916871,AGO,21704.60988,8.424558829,0,5.873672326,1.248321138
Angola,2004,31.97741527,AGO,22851.78321,9.125632065,0,6.370683744,1.440370562
Angola,2005,32.04587308,AGO,24680.74454,7.365128545,0,4.789919763,1.248321138
Angola,2006,33.83928598,AGO,24378.14317,9.46114282,0,6.803708168,1.305935989
Angola,2007,36.81626705,AGO,25654.37655,11.16189051,0,8.190884034,1.594010242
Angola,2008,41.11588215,AGO,27893.50883,13.22237332,0,10.51347024,1.305935989
Angola,2009,42.01275502,AGO,26548.38517,15.46436985,0,12.70964402,1.32514086
Angola,2010,44.28091399,AGO,28385.42947,15.89548452,0,13.01746885,1.421165689
Angola,2011,44.20807774,AGO,27391.68575,16.816392,0,13.89146123,1.440370562
Angola,2012,44.72873993,AGO,25826.91923,18.90182071,0,15.92964433,1.459575669
Angola,2013,47.13120915,AGO,25149.60111,21.98160803,0,19.65385081,0.787402803
Angola,2014,48.73913718,AGO,25339.29254,23.39984465,0,21.25618323,0.576148272
Angola,2015,52.54661905,AGO,28475.36964,24.07124942,0,20.99831175,1.47878054
Angola,2016,51.102392,AGO,28975.31452,22.12707748,0,18.97016778,1.536395391
Angola,2017,47.058866,AGO,26515.61274,20.54325326,0,17.28326224,1.613214878
Angola,2018,42.94898402,AGO,22107.36341,20.84162061,0,16.94174794,2.227773129
Angola,2019,43.2311442,AGO,20001.13065,23.23001355,0,19.03678091,2.49664251
Angola,2020,35.0992091,AGO,17964.22488,17.13498421,0,12.8613546,2.554257126
Angola,2021,38.06760159,AGO,16294.96791,21.77263369,0,17.49687098,2.535052489
Angola,2022,NA,AGO,15806.16685,0,0,0,0
Argentina,1971,99.26713286,ARG,16519.98008,82.74715278,3.823525119,67.49541805,11.19258464
Argentina,1972,102.241025,ARG,17434.49013,84.80653485,3.46382403,67.20287864,13.90531914
Argentina,1973,105.7010985,ARG,17853.57115,87.8475274,3.483436576,69.93825658,14.19510978
Argentina,1974,106.7002218,ARG,18499.30188,88.20091992,3.869627242,68.46137663,15.64454446
Argentina,1975,104.3559408,ARG,18857.7028,85.49823796,3.710932083,64.73673765,16.83906561
Argentina,1976,109.3825394,ARG,20138.46138,89.24407802,3.740476132,67.70611064,17.61309712
Argentina,1977,115.2095508,ARG,22058.48573,93.15106505,3.657227014,71.1113653,18.1820298
Argentina,1978,114.538146,ARG,22635.61895,91.90252704,4.178036085,70.3340297,17.19327917
Argentina,1979,122.6729057,ARG,25770.2473,96.90265839,3.5552197740000002,73.95359356,19.19147571
Argentina,1980,120.6508804,ARG,25954.66153,94.69621883,3.137893083,70.08118773,21.26764083
Argentina,1981,116.3508875,ARG,23779.31445,92.57157307,2.999092689,67.24617149,22.108983
Argentina,1982,116.9325291,ARG,24924.28683,92.00824223,3.283781784,64.17752475,24.34077759
Argentina,1983,119.9473761,ARG,24578.85963,95.36851644,2.939592828,64.10073632,28.09199215
Argentina,1984,121.933856,ARG,27139.9441,94.7939119,2.951348508,61.52054032,30.07008333
Argentina,1985,114.9125444,ARG,26731.95588,88.18058848,3.447164401,53.89315398,30.5950993
Argentina,1986,117.6575035,ARG,23266.44138,94.39106211,2.87403134,57.68907708,33.62308988
Argentina,1987,122.0680553,ARG,22073.5422,99.99451311,3.622696332,62.28856513,33.85797804
Argentina,1988,129.019189,ARG,24911.48558,104.1077034,4.562902297,59.6803479,39.65159724
Argentina,1989,125.7925142,ARG,24480.11383,101.3124004,4.699879611,53.0223141,43.4082064
Argentina,1990,118.8360693,ARG,24298.10775,94.53796155,4.036569541,50.73610933,39.58673647
Argentina,1991,123.9955324,ARG,23628.73425,100.3667982,3.793259607,55.27208692,41.09324742
Argentina,1992,127.0228015,ARG,24733.81382,102.2889876,3.359355747,56.61274789,42.08063541
Argentina,1993,129.5905879,ARG,23972.43015,105.6181578,3.004146996,57.01747308,45.33652579
Argentina,1994,131.184895,ARG,23076.92918,108.1079659,4.802361505,55.8784832,47.19924887
Argentina,1995,134.7029724,ARG,26080.37893,108.6225935,4.340249318,54.28431241,49.7606098
Argentina,1996,146.2721357,ARG,26894.0992,119.3780365,4.445481988,59.35849048,55.33987163
Argentina,1997,150.0668244,ARG,27934.89945,122.131925,4.401564946,60.5851673,56.91076463
Argentina,1998,157.2775349,ARG,28112.79633,129.1647386,4.71209796,62.02705785,62.17619731
Argentina,1999,159.5236071,ARG,28776.02263,130.7475845,4.626464046,57.78267242,68.06820654
Argentina,2000,157.6671875,ARG,28256.37333,129.4108141,4.665492502,53.83124724,70.64597417
Argentina,2001,151.9579522,ARG,29414.65963,122.5432926,3.757858962,49.75529942,68.79916452
Argentina,2002,144.8422737,ARG,29409.157,115.4331167,3.2686706,45.38836248,66.54738323
Argentina,2003,155.5359833,ARG,30158.64618,125.3773371,3.530737025,47.95464129,73.62885908
Argentina,2004,169.1173205,ARG,30137.13655,138.9801839,4.710379862,54.31747451,79.69472308
Argentina,2005,171.9390668,ARG,28688.90158,143.2501653,5.727454448,53.77066995,83.50232272
Argentina,2006,180.4046186,ARG,28593.16928,151.8114494,5.96521741,60.08002795,85.54612652
Argentina,2007,187.1888878,ARG,27508.70508,159.6801827,6.015860466,67.84559563,85.59989984
Argentina,2008,192.0647473,ARG,27789.01178,164.2757355,6.722303521,71.17393052,86.15585059
Argentina,2009,179.5304966,ARG,25944.51788,153.5859787,5.140447564,63.90444471,84.32399287
Argentina,2010,189.6598792,ARG,25488.88998,164.1709892,6.356356782,73.24158512,84.23344244
Argentina,2011,198.2231723,ARG,25167.44095,173.0557313,7.253796726,76.27610659,89.1201036
Argentina,2012,200.5834815,ARG,26058.85475,174.5246268,6.698468749,75.90096693,91.50691982
Argentina,2013,205.2970559,ARG,25924.17078,179.3728852,6.669605862,78.28717124,93.95418257
Argentina,2014,201.9647277,ARG,26133.27168,175.831456,7.31042482,74.39142933,93.63144276
Argentina,2015,207.8624895,ARG,26053.20073,181.8092887,6.803852381,78.69668342,95.79404021
Argentina,2016,205.8894736,ARG,25756.18305,180.1332905,5.528915257,77.51778683,96.54451761
Argentina,2017,201.3778218,ARG,25319.66715,176.0581546,5.831655176,72.21368627,97.40911649
Argentina,2018,200.2628343,ARG,26953.97905,173.3088552,6.446226537,69.0057259,97.27074398
Argentina,2019,193.6565912,ARG,29315.50923,164.341082,4.00375456,66.22695373,93.50167414
Argentina,2020,177.7150095,ARG,27049.49648,150.665513,4.745010248,58.82111785,86.66151098
Argentina,2021,201.9020456,ARG,29681.17698,172.2208687,6.428940637,74.89284429,90.44030011
Argentina,2022,209.0979044,ARG,34368.9396,174.7289648,7.008251318,77.6213858,89.58719431
Armenia,1971,NA,ARM,NA,NA,NA,NA,NA
Armenia,1972,NA,ARM,NA,NA,NA,NA,NA
Armenia,1973,NA,ARM,NA,NA,NA,NA,NA
Armenia,1974,NA,ARM,NA,NA,NA,NA,NA
Armenia,1975,NA,ARM,NA,NA,NA,NA,NA
Armenia,1976,NA,ARM,NA,NA,NA,NA,NA
Armenia,1977,NA,ARM,NA,NA,NA,NA,NA
Armenia,1978,NA,ARM,NA,NA,NA,NA,NA
Armenia,1979,NA,ARM,NA,NA,NA,NA,NA
Armenia,1980,NA,ARM,NA,NA,NA,NA,NA
Armenia,1981,NA,ARM,NA,NA,NA,NA,NA
Armenia,1982,NA,ARM,NA,NA,NA,NA,NA
Armenia,1983,NA,ARM,NA,NA,NA,NA,NA
Armenia,1984,NA,ARM,NA,NA,NA,NA,NA
Armenia,1985,NA,ARM,NA,NA,NA,NA,NA
Armenia,1986,NA,ARM,NA,NA,NA,NA,NA
Armenia,1987,NA,ARM,NA,NA,NA,NA,NA
Armenia,1988,NA,ARM,NA,NA,NA,NA,NA
Armenia,1989,NA,ARM,NA,NA,NA,NA,NA
Armenia,1990,NA,ARM,NA,20.07220597,1.051795228,10.61916437,8.399036441
Armenia,1991,NA,ARM,NA,20.88382132,0.564006168,12.03861485,8.279007963
Armenia,1992,NA,ARM,NA,10.76733222,0.268664876,6.968471035,3.52804268
Armenia,1993,NA,ARM,NA,4.973153844,0.005716283,3.43864132,1.526695397
Armenia,1994,NA,ARM,NA,2.694961862,0.068595397,0.961827659,1.66248723
Armenia,1995,NA,ARM,NA,3.381394493,0.005716283,0.682937222,2.690731639
Armenia,1996,NA,ARM,NA,2.412027531,0.009527139,0.37585388,2.024668839
Armenia,1997,NA,ARM,NA,3.166152641,0.009527139,0.400888807,2.753780138
Armenia,1998,NA,ARM,NA,3.293020568,0.009527139,0.413430409,2.868124053
Armenia,1999,NA,ARM,NA,2.941204557,0.005716283,0.596205073,2.337354782
Armenia,2000,NA,ARM,NA,3.448126369,0,0.811866021,2.6344551
Armenia,2001,NA,ARM,NA,3.483841839,0,0.799187366,2.683334851
Armenia,2002,NA,ARM,NA,2.934340672,0.034297698,0.840232177,2.058364483
Armenia,2003,NA,ARM,NA,3.306230237,0.051446547,0.963956072,2.289068118
Armenia,2004,NA,ARM,NA,3.494546628,0,0.948255011,2.544437098
Armenia,2005,NA,ARM,NA,4.163359083,0,1.007023725,3.155117781
Armenia,2006,NA,ARM,NA,4.185853489,0.001974178,0.945063542,3.236834575
Armenia,2007,NA,ARM,NA,4.855575221,0.005716283,0.952248126,3.89635453
Armenia,2008,NA,ARM,NA,5.341076637,0.003948354,1.063490546,4.272384974
Armenia,2009,NA,ARM,NA,4.330136164,0,0.981489343,3.34739758
Armenia,2010,NA,ARM,NA,4.117793232,0.002634313,1.035616097,3.078297104
Armenia,2011,NA,ARM,NA,4.747004409,0,0.969451987,3.776306702
Armenia,2012,NA,ARM,NA,5.516913322,0.00526818,0.922457597,4.587938304
Armenia,2013,NA,ARM,NA,5.319433592,0.002634313,0.874918032,4.440628485
Armenia,2014,NA,ARM,NA,5.333658149,0,0.918948712,4.402382255
Armenia,2015,NA,ARM,NA,5.22175743,0.002643144,0.844994852,4.339828457
Armenia,2016,NA,ARM,NA,5.040003128,0.002427174,0.859374139,4.132335026
Armenia,2017,NA,ARM,NA,5.297380111,0.001459106,0.897805484,4.349885794
Armenia,2018,NA,ARM,NA,5.522694769,0.004910656,0.853686938,4.629659253
Armenia,2019,NA,ARM,NA,5.98571253,0.011338875,1.078098556,4.86674129
Armenia,2020,NA,ARM,NA,6.463869132,0.033316983,1.499593889,4.903642199
Armenia,2021,NA,ARM,NA,6.990394091,0.050082227,1.568670207,5.350456877
Armenia,2022,NA,ARM,NA,0,0,0,0
Australia,1971,152.1925554,AUS,6389.95525,145.8026002,75.65644928,65.2865156,4.005109765
Australia,1972,158.6529998,AUS,7690.095857,150.9629039,79.74226855,64.51109881,5.821039335
Australia,1973,168.682822,AUS,8316.72313,160.3660989,81.97887498,70.41541079,7.119742313
Australia,1974,183.3441405,AUS,8120.563225,175.2235772,87.37238713,79.22053608,7.819600906
Australia,1975,191.4088911,AUS,9213.650215,182.1952409,93.31695857,79.43497115,8.652729521
Australia,1976,193.7738374,AUS,9132.18665,184.6416507,93.39497281,80.72712973,9.747363904
Australia,1977,208.8853449,AUS,10120.88593,198.7644589,101.2515977,85.2936385,11.46581066
Australia,1978,203.9343422,AUS,10013.79048,193.9205518,93.30433291,87.27613349,12.60838385
Australia,1979,211.0332568,AUS,10766.73093,200.2665259,97.6104392,87.85688731,14.06807758
Australia,1980,220.2389658,AUS,10544.06507,209.6949007,107.146948,85.48969202,16.31051036
Australia,1981,222.7512998,AUS,12385.90635,210.3653935,108.2550726,82.47863904,18.85261219
Australia,1982,228.912393,AUS,12171.13243,216.7412606,113.1444712,81.95931059,20.84870644
Australia,1983,219.0963281,AUS,14343.15495,204.7531731,106.1063332,77.07902224,20.78408361
Australia,1984,226.7702318,AUS,15659.52074,211.110711,108.8258255,79.23453507,22.27560556
Australia,1985,240.0965178,AUS,16791.92078,223.3045971,119.9407283,78.77249511,23.80766816
Australia,1986,242.519655,AUS,17856.73854,224.6629165,118.2928416,78.61617852,26.1421266
Australia,1987,254.7186959,AUS,19681.71016,235.0369857,126.3810928,80.07134544,26.86961076
Australia,1988,262.0363024,AUS,17914.31997,244.1219825,131.6913296,82.39044896,28.16508311
Australia,1989,276.8706127,AUS,19179.02733,257.6915854,141.0265777,85.65371286,29.09184063
Australia,1990,283.8408595,AUS,20810.10385,263.0307557,141.3309994,87.44955462,32.31721645
Australia,1991,286.6931543,AUS,22197.70045,264.4954538,146.3005319,85.63277392,30.63119637
Australia,1992,291.3154485,AUS,22775.8807,268.5395678,149.4126909,85.30144641,31.92842482
Australia,1993,296.8369693,AUS,24196.91293,272.6400564,150.3551409,86.83689701,33.31828256
Australia,1994,303.3722565,AUS,24820.32475,278.5519317,152.6827549,89.11077269,34.83357803
Australia,1995,315.1694846,AUS,26129.1063,289.0403783,157.1440458,92.43601383,37.44417773
Australia,1996,325.8577043,AUS,26810.26195,299.0474423,163.6008238,95.80880992,37.73265907
Australia,1997,335.1531477,AUS,28151.05225,307.0020954,170.4092459,96.60623826,38.0162005
Australia,1998,356.399204,AUS,29701.04445,326.6981595,187.5605241,97.46416428,39.68977699
Australia,1999,362.6633704,AUS,29806.30445,332.8570659,190.2997248,99.06585111,41.50303757
Australia,2000,370.8956298,AUS,32110.2047,338.7854251,191.0056277,102.0979325,43.68089497
Australia,2001,379.4237082,AUS,34308.85725,345.1148509,196.1386291,101.0885863,46.10930484
Australia,2002,387.7435243,AUS,34552.75083,353.1907735,197.8347461,102.7467556,50.73800616
Australia,2003,387.0503768,AUS,34531.24115,352.5191357,196.5085309,107.7958941,46.39848621
Australia,2004,400.9176578,AUS,34933.37395,365.9842838,205.2356914,111.0866593,47.87970445
Australia,2005,405.3162358,AUS,36832.37533,368.4838605,207.7949439,111.5063387,47.7597773
Australia,2006,411.0994378,AUS,37324.6519,373.7747859,211.0936735,112.6778865,48.56564512
Australia,2007,423.7740846,AUS,39709.4456,384.064639,212.6842726,114.2931635,55.62946408
Australia,2008,427.388691,AUS,39967.71903,387.420972,210.2371248,118.2710679,57.42306791
Australia,2009,434.5283176,AUS,40678.03485,393.8502827,216.0990537,116.778598,59.67656003
Australia,2010,441.3690065,AUS,45172.97163,396.1960349,211.4114878,122.4304269,60.98448507
Australia,2011,437.8666011,AUS,43643.9303,394.2226708,202.4236083,128.5823087,61.86253434
Australia,2012,440.6033315,AUS,45747.42838,394.8559031,198.1598715,130.4150504,64.88902123
Australia,2013,437.282176,AUS,49324.8103,387.9573657,185.0036845,136.0570115,65.47227438
Australia,2014,432.3339522,AUS,54074.90068,378.2590515,175.8429112,134.4724372,66.59171531
Australia,2015,438.9104228,AUS,56305.11765,382.6053051,181.7468409,132.2872175,67.25083294
Australia,2016,445.4929986,AUS,55263.8112,390.2291874,188.0190807,132.6218223,68.28702289
Australia,2017,449.1233509,AUS,56615.63633,392.5077145,185.0362268,135.095245,71.07836369
Australia,2018,448.0742427,AUS,57182.53263,390.89171,177.5159965,138.7543556,73.34291586
Australia,2019,450.6169513,AUS,62188.59658,388.4283547,173.2523126,138.4998862,75.45105858
Australia,2020,434.3807914,AUS,61198.46445,373.182327,163.3490647,130.5332808,78.08844891
Australia,2021,422.8427426,AUS,57795.44738,365.0472952,158.9773266,130.0466203,74.80182065
Australia,2022,437.1633524,AUS,55738.64405,381.4247084,178.5231839,129.1934001,72.5044497
Austria,1971,NA,AUT,NA,49.58428949,16.68328969,27.24427207,5.426587948
Austria,1972,NA,AUT,NA,51.38260319,15.63048503,29.53894663,5.992810675
Austria,1973,NA,AUT,NA,54.86505022,15.71653808,32.37937416,6.525522901
Austria,1974,NA,AUT,NA,52.11612106,16.30404581,28.35050063,7.225294047
